,price,minimum_nights,longitude,latitude,price_per_minimum_night,neighbourhood,neighbourhood_group,room_type
36312,85,2,-73.98723,40.72957,42.5,East Village,Manhattan,Private room
36313,150,7,-73.99697,40.7543,21.428571428571427,Hell's Kitchen,Manhattan,Private room
36314,67,30,-73.95322,40.69524,2.2333333333333334,Bedford-Stuyvesant,Brooklyn,Private room
36315,51,1,-73.77633,40.68627,51.0,Jamaica,Queens,Shared room
36316,99,4,-73.94965,40.65358,24.75,East Flatbush,Brooklyn,Private room
36317,99,1,-73.92534,40.86697,99.0,Inwood,Manhattan,Private room
36318,32,29,-73.87702,40.73902,1.103448275862069,Elmhurst,Queens,Private room
36319,35,1,-73.77573,40.68806,35.0,St. Albans,Queens,Private room
36320,75,2,-73.95607,40.67618,37.5,Crown Heights,Brooklyn,Private room
36321,175,3,-73.97731,40.68832,58.333333333333336,Fort Greene,Brooklyn,Entire home/apt
36323,29,29,-73.87617,40.74035,1.0,Elmhurst,Queens,Private room
36326,55,1,-73.90378,40.63979,55.0,Canarsie,Brooklyn,Private room
36327,150,2,-74.08535,40.61595,75.0,Clifton,Staten Island,Shared room
36328,90,2,-73.92612,40.69454,45.0,Bushwick,Brooklyn,Private room
36330,65,1,-73.87417,40.76173,65.0,East Elmhurst,Queens,Private room
36332,50,1,-73.77488,40.68754,50.0,St. Albans,Queens,Private room
36333,299,2,-73.83026,40.8546,149.5,Pelham Bay,Bronx,Entire home/apt
36334,125,2,-73.83065,40.85413,62.5,Pelham Bay,Bronx,Entire home/apt
36335,85,2,-73.98882,40.7617,42.5,Hell's Kitchen,Manhattan,Private room
36336,80,4,-73.96045,40.76035,20.0,Upper East Side,Manhattan,Private room
36339,270,2,-73.95334,40.80702,135.0,Harlem,Manhattan,Entire home/apt
36340,175,2,-73.97305,40.75359,87.5,Midtown,Manhattan,Private room
36341,359,5,-73.97089,40.74952,71.8,Midtown,Manhattan,Entire home/apt
36342,100,29,-73.97325,40.64968,3.4482758620689653,Windsor Terrace,Brooklyn,Entire home/apt
36344,185,1,-73.99708,40.71795,185.0,Chinatown,Manhattan,Private room
36345,119,1,-74.0084,40.70545,119.0,Financial District,Manhattan,Private room
36346,90,1,-73.88397,40.86777,90.0,Fordham,Bronx,Private room
36347,160,2,-73.99759,40.71894,80.0,Little Italy,Manhattan,Entire home/apt
36349,149,20,-73.91071,40.68782,7.45,Bushwick,Brooklyn,Entire home/apt
36350,57,1,-74.00524,40.63445,57.0,Borough Park,Brooklyn,Private room
36351,39,1,-73.9464,40.59055,39.0,Sheepshead Bay,Brooklyn,Private room
36352,50,1,-74.00563,40.63448,50.0,Borough Park,Brooklyn,Private room
36353,55,1,-74.00597,40.63586,55.0,Borough Park,Brooklyn,Private room
36355,30,2,-73.9455,40.66151,15.0,Prospect-Lefferts Gardens,Brooklyn,Shared room
36357,45,2,-74.00699,40.63549,22.5,Borough Park,Brooklyn,Private room
36359,30,2,-73.94547,40.66076,15.0,Prospect-Lefferts Gardens,Brooklyn,Shared room
36360,195,5,-74.00133,40.74542,39.0,Chelsea,Manhattan,Entire home/apt
36361,40,2,-73.94712,40.66061,20.0,Prospect-Lefferts Gardens,Brooklyn,Private room
36362,60,1,-74.00717,40.63371,60.0,Borough Park,Brooklyn,Private room
36363,60,1,-74.00698,40.63376,60.0,Borough Park,Brooklyn,Private room
36364,35,2,-73.94661,40.66234,17.5,Prospect-Lefferts Gardens,Brooklyn,Private room
36366,120,2,-73.92127,40.75554,60.0,Long Island City,Queens,Entire home/apt
36367,35,1,-74.07701,40.59972,35.0,Concord,Staten Island,Private room
36368,35,1,-74.07836,40.59934,35.0,Concord,Staten Island,Private room
36370,478,1,-73.98472,40.72259,478.0,East Village,Manhattan,Entire home/apt
36371,110,3,-73.99962,40.7175,36.666666666666664,Chinatown,Manhattan,Private room
36372,85,4,-73.97786,40.72522,21.25,East Village,Manhattan,Private room
36375,200,2,-73.92088,40.70846,100.0,Bushwick,Brooklyn,Private room
36377,285,1,-73.98401,40.69712,285.0,Downtown Brooklyn,Brooklyn,Entire home/apt
36378,200,1,-73.94967,40.78478,200.0,Upper East Side,Manhattan,Private room
36379,100,2,-73.92598,40.70274,50.0,Bushwick,Brooklyn,Entire home/apt
36380,80,10,-73.93786,40.82365,8.0,Harlem,Manhattan,Entire home/apt
36383,57,1,-73.93627,40.7949,57.0,East Harlem,Manhattan,Private room
36384,70,3,-73.92432,40.69404,23.333333333333332,Bushwick,Brooklyn,Private room
36385,299,2,-74.00021,40.74552,149.5,Chelsea,Manhattan,Entire home/apt
36387,84,2,-73.78963,40.84802,42.0,City Island,Bronx,Entire home/apt
36389,55,4,-73.93944,40.67387,13.75,Crown Heights,Brooklyn,Private room
36391,48,2,-73.95863,40.69246,24.0,Bedford-Stuyvesant,Brooklyn,Private room
36393,45,2,-73.95906,40.69362,22.5,Bedford-Stuyvesant,Brooklyn,Private room
36394,69,2,-73.86081,40.75137,34.5,Jackson Heights,Queens,Entire home/apt
36395,50,2,-73.95881,40.69339,25.0,Bedford-Stuyvesant,Brooklyn,Private room
36396,150,7,-74.00679,40.6185,21.428571428571427,Dyker Heights,Brooklyn,Private room
36398,40,29,-73.87762,40.73655,1.3793103448275863,Elmhurst,Queens,Private room
36402,100,1,-73.94109,40.76216,100.0,Long Island City,Queens,Private room
36403,100,2,-73.94378,40.67635,50.0,Crown Heights,Brooklyn,Entire home/apt
36404,160,2,-73.91805,40.70081,80.0,Bushwick,Brooklyn,Entire home/apt
36405,110,4,-73.92331,40.68563,27.5,Bedford-Stuyvesant,Brooklyn,Entire home/apt
36406,249,5,-73.99851,40.72039,49.8,SoHo,Manhattan,Private room
36409,50,2,-73.9616,40.57795,25.0,Brighton Beach,Brooklyn,Private room
36410,240,2,-73.99815,40.71717,120.0,Little Italy,Manhattan,Entire home/apt
36411,100,2,-73.97907,40.67702,50.0,Park Slope,Brooklyn,Private room
36412,119,1,-73.95927,40.74029,119.0,Long Island City,Queens,Private room
36413,75,7,-73.85071,40.89502,10.714285714285714,Wakefield,Bronx,Entire home/apt
36414,90,7,-73.85837,40.68334,12.857142857142858,Ozone Park,Queens,Entire home/apt
36415,399,5,-73.99549,40.72162,79.8,Nolita,Manhattan,Entire home/apt
36416,149,2,-73.90555,40.76267,74.5,Astoria,Queens,Entire home/apt
36418,68,30,-73.95375,40.69634,2.2666666666666666,Bedford-Stuyvesant,Brooklyn,Private room
36419,250,3,-73.96437,40.75417,83.33333333333333,Midtown,Manhattan,Entire home/apt
36420,63,30,-73.95259,40.69464,2.1,Bedford-Stuyvesant,Brooklyn,Private room
36421,56,1,-73.93718,40.80608,56.0,East Harlem,Manhattan,Private room
36422,200,5,-73.96742,40.68313,40.0,Clinton Hill,Brooklyn,Entire home/apt
36423,65,5,-73.76683,40.70864,13.0,Hollis,Queens,Private room
36424,300,1,-73.98764,40.72071,300.0,Lower East Side,Manhattan,Entire home/apt
36425,100,1,-73.93015,40.80861,100.0,Port Morris,Bronx,Entire home/apt
36427,70,7,-73.93731,40.84577,10.0,Washington Heights,Manhattan,Private room
36429,275,2,-73.95656,40.71741,137.5,Williamsburg,Brooklyn,Entire home/apt
36430,65,3,-73.99721,40.744,21.666666666666668,Chelsea,Manhattan,Private room
36431,150,1,-73.96415,40.68076,150.0,Crown Heights,Brooklyn,Entire home/apt
36433,82,6,-73.94821,40.69476,13.666666666666666,Bedford-Stuyvesant,Brooklyn,Private room
36435,80,3,-73.94165,40.71849,26.666666666666668,Williamsburg,Brooklyn,Private room
36437,39,1,-73.90984,40.68893,39.0,Bushwick,Brooklyn,Private room
36438,169,7,-74.00694,40.71193,24.142857142857142,Civic Center,Manhattan,Private room
36439,150,2,-73.95044,40.68591,75.0,Bedford-Stuyvesant,Brooklyn,Private room
36441,65,30,-73.94992,40.68937,2.1666666666666665,Bedford-Stuyvesant,Brooklyn,Private room
36442,160,2,-73.96321,40.76892,80.0,Upper East Side,Manhattan,Entire home/apt
36443,175,2,-73.96153,40.68349,87.5,Clinton Hill,Brooklyn,Entire home/apt
36444,150,3,-73.9125,40.77145,50.0,Ditmars Steinway,Queens,Entire home/apt
36445,210,4,-73.97269,40.68904,52.5,Fort Greene,Brooklyn,Entire home/apt
36447,125,3,-73.92326,40.67782,41.666666666666664,Bedford-Stuyvesant,Brooklyn,Entire home/apt
36448,240,2,-73.9873,40.74822,120.0,Midtown,Manhattan,Entire home/apt
36451,150,3,-73.93569,40.68193,50.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
36453,80,1,-73.9516,40.63994,80.0,Flatbush,Brooklyn,Private room
36454,39,1,-73.8193,40.78073,39.0,Whitestone,Queens,Private room
36455,135,4,-73.92738,40.65073,33.75,East Flatbush,Brooklyn,Entire home/apt
36456,55,10,-73.94707,40.70813,5.5,Williamsburg,Brooklyn,Private room
36457,230,4,-73.9559,40.69025,57.5,Bedford-Stuyvesant,Brooklyn,Entire home/apt
36459,175,2,-73.99559,40.72174,87.5,Nolita,Manhattan,Entire home/apt
36461,139,1,-73.93875,40.69295,139.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
36462,129,2,-73.90517,40.68365,64.5,Bushwick,Brooklyn,Entire home/apt
36463,80,1,-73.94183,40.69303,80.0,Bedford-Stuyvesant,Brooklyn,Private room
36465,44,30,-73.91965,40.69456,1.4666666666666666,Bushwick,Brooklyn,Private room
36467,150,1,-73.94267,40.81664,150.0,Harlem,Manhattan,Private room
36468,90,1,-73.90942,40.6911,90.0,Bushwick,Brooklyn,Private room
36469,200,3,-73.87187,40.67474,66.66666666666667,East New York,Brooklyn,Entire home/apt
36470,65,3,-73.88549,40.85336,21.666666666666668,Belmont,Bronx,Private room
36472,130,30,-73.99448,40.71938,4.333333333333333,Little Italy,Manhattan,Entire home/apt
36477,125,30,-73.99214,40.75603,4.166666666666667,Hell's Kitchen,Manhattan,Entire home/apt
36478,175,2,-73.98695,40.72165,87.5,Lower East Side,Manhattan,Entire home/apt
36479,125,2,-73.99737,40.71447,62.5,Chinatown,Manhattan,Private room
36480,48,1,-73.81549,40.76126,48.0,Flushing,Queens,Private room
36481,48,1,-73.8157,40.76237,48.0,Flushing,Queens,Private room
36482,50,7,-73.95944,40.59658,7.142857142857143,Sheepshead Bay,Brooklyn,Shared room
36483,80,1,-73.93643,40.83693,80.0,Washington Heights,Manhattan,Entire home/apt
36484,35,7,-73.89364,40.70002,5.0,Glendale,Queens,Private room
36485,95,2,-73.99796,40.71824,47.5,Little Italy,Manhattan,Private room
36486,90,3,-73.98857,40.73199,30.0,East Village,Manhattan,Private room
36487,85,7,-73.94966,40.70946,12.142857142857142,Williamsburg,Brooklyn,Entire home/apt
36490,90,8,-73.97159,40.67737,11.25,Prospect Heights,Brooklyn,Private room
36492,80,1,-73.91132,40.76322,80.0,Astoria,Queens,Private room
36493,134,2,-73.97381,40.68515,67.0,Fort Greene,Brooklyn,Entire home/apt
36496,55,3,-73.91165,40.68252,18.333333333333332,Bedford-Stuyvesant,Brooklyn,Private room
36497,60,1,-73.9387,40.71179,60.0,Williamsburg,Brooklyn,Private room
36498,74,1,-73.92557,40.70249,74.0,Bushwick,Brooklyn,Private room
36500,160,2,-73.95229,40.71441,80.0,Williamsburg,Brooklyn,Entire home/apt
36501,65,1,-73.98807,40.76249,65.0,Hell's Kitchen,Manhattan,Shared room
36502,128,3,-73.87654,40.75281,42.666666666666664,Jackson Heights,Queens,Entire home/apt
36503,250,28,-73.94813,40.80879,8.928571428571429,Harlem,Manhattan,Entire home/apt
36504,45,2,-73.76271,40.70459,22.5,St. Albans,Queens,Private room
36505,100,28,-74.01837,40.63902,3.5714285714285716,Sunset Park,Brooklyn,Entire home/apt
36506,65,2,-73.92809,40.70574,32.5,Williamsburg,Brooklyn,Private room
36507,350,4,-73.81562,40.71047,87.5,Briarwood,Queens,Private room
36508,120,3,-73.95392,40.8258,40.0,Harlem,Manhattan,Private room
36509,135,2,-73.95677,40.81088,67.5,Morningside Heights,Manhattan,Entire home/apt
36510,42,5,-73.91696,40.81322,8.4,Mott Haven,Bronx,Private room
36511,66,1,-73.93853,40.80771,66.0,East Harlem,Manhattan,Private room
36513,105,1,-73.91168,40.76538,105.0,Astoria,Queens,Private room
36515,80,1,-73.96266,40.58001,80.0,Brighton Beach,Brooklyn,Entire home/apt
36518,40,2,-73.86477,40.73894,20.0,Corona,Queens,Shared room
36519,70,1,-73.91822,40.75507,70.0,Long Island City,Queens,Private room
36520,72,6,-73.94679,40.69402,12.0,Bedford-Stuyvesant,Brooklyn,Private room
36521,38,2,-73.86639,40.83144,19.0,Soundview,Bronx,Private room
36522,45,1,-74.00541,40.63376,45.0,Borough Park,Brooklyn,Private room
36524,79,2,-73.92266,40.81017,39.5,Mott Haven,Bronx,Private room
36525,295,3,-73.97072,40.78857,98.33333333333333,Upper West Side,Manhattan,Entire home/apt
36526,120,2,-73.95122,40.71193,60.0,Williamsburg,Brooklyn,Entire home/apt
36529,120,1,-73.91895,40.80958,120.0,Mott Haven,Bronx,Private room
36530,90,1,-73.91167,40.74459,90.0,Woodside,Queens,Private room
36531,125,1,-73.94451,40.63931,125.0,East Flatbush,Brooklyn,Private room
36532,135,1,-73.94977,40.77513,135.0,Upper East Side,Manhattan,Entire home/apt
36533,120,3,-73.98913,40.71241,40.0,Lower East Side,Manhattan,Private room
36536,850,1,-73.98535,40.75866,850.0,Theater District,Manhattan,Entire home/apt
36537,68,4,-73.88397,40.75346,17.0,Jackson Heights,Queens,Private room
36538,105,2,-73.95551,40.57504,52.5,Brighton Beach,Brooklyn,Entire home/apt
36539,200,31,-73.94274,40.80872,6.451612903225806,Harlem,Manhattan,Entire home/apt
36540,75,1,-73.96373,40.80445,75.0,Morningside Heights,Manhattan,Private room
36541,40,30,-73.92535,40.70529,1.3333333333333333,Bushwick,Brooklyn,Private room
36542,215,1,-73.96101,40.71001,215.0,Williamsburg,Brooklyn,Entire home/apt
36543,80,3,-73.95443,40.70951,26.666666666666668,Williamsburg,Brooklyn,Private room
36544,150,2,-73.84099,40.7111,75.0,Forest Hills,Queens,Private room
36548,89,1,-74.00245,40.72725,89.0,SoHo,Manhattan,Entire home/apt
36549,25,2,-73.9475,40.66017,12.5,Prospect-Lefferts Gardens,Brooklyn,Shared room
36551,120,2,-73.92916,40.85277,60.0,Washington Heights,Manhattan,Entire home/apt
36552,350,2,-73.98546,40.73551,175.0,Gramercy,Manhattan,Entire home/apt
36553,25,4,-73.91784,40.70652,6.25,Bushwick,Brooklyn,Shared room
36554,85,1,-73.92223,40.70229,85.0,Bushwick,Brooklyn,Private room
36555,25,4,-73.91584,40.70431,6.25,Bushwick,Brooklyn,Shared room
36558,48,30,-73.91903,40.675,1.6,Crown Heights,Brooklyn,Private room
36560,78,1,-73.91065,40.63655,78.0,Canarsie,Brooklyn,Entire home/apt
36561,69,1,-73.99809,40.75049,69.0,Chelsea,Manhattan,Entire home/apt
36563,150,2,-74.00742,40.70538,75.0,Financial District,Manhattan,Shared room
36564,134,1,-73.99963,40.72182,134.0,SoHo,Manhattan,Private room
36565,42,1,-73.90057,40.74079,42.0,Maspeth,Queens,Private room
36566,100,1,-73.99358,40.76108,100.0,Hell's Kitchen,Manhattan,Private room
36567,80,4,-73.9436,40.67175,20.0,Crown Heights,Brooklyn,Entire home/apt
36569,66,1,-73.95818,40.70987,66.0,Williamsburg,Brooklyn,Private room
36570,95,2,-73.95173,40.71164,47.5,Williamsburg,Brooklyn,Private room
36571,800,2,-73.9807,40.74836,400.0,Murray Hill,Manhattan,Shared room
36573,175,2,-73.99169,40.68132,87.5,Carroll Gardens,Brooklyn,Entire home/apt
36574,200,5,-73.98831,40.76479,40.0,Hell's Kitchen,Manhattan,Entire home/apt
36575,100,3,-73.92098,40.76172,33.333333333333336,Astoria,Queens,Private room
36577,70,1,-73.83352,40.75914,70.0,Flushing,Queens,Private room
36578,80,2,-73.86273,40.88453,40.0,Olinville,Bronx,Private room
36579,60,2,-73.84675,40.79439,30.0,College Point,Queens,Private room
36580,89,1,-73.96221,40.63517,89.0,Flatbush,Brooklyn,Entire home/apt
36581,90,7,-73.91885,40.65454,12.857142857142858,East Flatbush,Brooklyn,Private room
36582,53,2,-73.90216,40.75368,26.5,Woodside,Queens,Private room
36583,90,1,-73.90967,40.67872,90.0,Bedford-Stuyvesant,Brooklyn,Private room
36584,60,3,-73.74515,40.71059,20.0,Queens Village,Queens,Entire home/apt
36585,125,3,-73.96281,40.62795,41.666666666666664,Midwood,Brooklyn,Entire home/apt
36587,115,1,-74.00076,40.72614,115.0,SoHo,Manhattan,Private room
36588,138,3,-73.98791,40.77708,46.0,Upper West Side,Manhattan,Entire home/apt
36592,140,3,-73.94869,40.63853,46.666666666666664,East Flatbush,Brooklyn,Entire home/apt
36596,120,2,-73.94969,40.79006,60.0,East Harlem,Manhattan,Private room
36597,225,1,-73.99344,40.72904,225.0,NoHo,Manhattan,Entire home/apt
36599,275,30,-73.96545,40.71705,9.166666666666666,Williamsburg,Brooklyn,Entire home/apt
36600,80,1,-73.86961,40.67855,80.0,Cypress Hills,Brooklyn,Private room
36601,99,2,-73.8539,40.72096,49.5,Forest Hills,Queens,Entire home/apt
36602,85,3,-73.94705,40.69898,28.333333333333332,Bedford-Stuyvesant,Brooklyn,Entire home/apt
36604,79,1,-73.86866,40.76274,79.0,East Elmhurst,Queens,Private room
36606,100,1,-73.95386,40.77345,100.0,Upper East Side,Manhattan,Private room
36608,150,2,-73.87551,40.66737,75.0,East New York,Brooklyn,Private room
36609,100,1,-73.9541,40.77375,100.0,Upper East Side,Manhattan,Private room
36610,56,3,-73.94427,40.82452,18.666666666666668,Harlem,Manhattan,Private room
36611,70,2,-73.94855,40.66226,35.0,Prospect-Lefferts Gardens,Brooklyn,Private room
36612,120,3,-73.95046,40.63905,40.0,East Flatbush,Brooklyn,Entire home/apt
36613,155,1,-73.95843,40.76731,155.0,Upper East Side,Manhattan,Entire home/apt
36614,39,2,-73.89528,40.85791,19.5,Fordham,Bronx,Private room
36615,200,3,-73.96866,40.69416,66.66666666666667,Clinton Hill,Brooklyn,Entire home/apt
36616,250,1,-73.9943,40.76129,250.0,Hell's Kitchen,Manhattan,Private room
36618,106,2,-73.99279,40.7147,53.0,Chinatown,Manhattan,Private room
36619,40,1,-73.86411,40.73095,40.0,Rego Park,Queens,Shared room
36620,48,2,-73.90351,40.85765,24.0,Fordham,Bronx,Private room
36623,68,2,-73.94329,40.71954,34.0,Williamsburg,Brooklyn,Private room
36624,49,2,-73.88313,40.75491,24.5,Jackson Heights,Queens,Private room
36625,185,2,-73.95177,40.66506,92.5,Crown Heights,Brooklyn,Entire home/apt
36626,50,2,-73.92348,40.86565,25.0,Inwood,Manhattan,Private room
36628,65,30,-73.94697,40.69558,2.1666666666666665,Bedford-Stuyvesant,Brooklyn,Private room
36630,230,3,-74.01283,40.71148,76.66666666666667,Financial District,Manhattan,Entire home/apt
36631,60,1,-73.948,40.69167,60.0,Bedford-Stuyvesant,Brooklyn,Private room
36632,60,1,-73.95205,40.6355,60.0,Flatbush,Brooklyn,Private room
36633,60,3,-73.93413,40.70266,20.0,Williamsburg,Brooklyn,Private room
36635,79,3,-73.99117,40.77169,26.333333333333332,Upper West Side,Manhattan,Shared room
36636,275,2,-73.96954,40.79566,137.5,Upper West Side,Manhattan,Entire home/apt
36637,220,3,-73.9373,40.79511,73.33333333333333,East Harlem,Manhattan,Entire home/apt
36638,95,2,-73.98168,40.73945,47.5,Kips Bay,Manhattan,Entire home/apt
36639,130,1,-73.97233,40.64046,130.0,Kensington,Brooklyn,Entire home/apt
36641,120,1,-73.97259,40.75829,120.0,Midtown,Manhattan,Private room
36642,95,3,-73.94622,40.70717,31.666666666666668,Williamsburg,Brooklyn,Entire home/apt
36643,45,30,-73.97139,40.68257,1.5,Fort Greene,Brooklyn,Private room
36645,175,7,-73.97601,40.74228,25.0,Kips Bay,Manhattan,Entire home/apt
36646,70,2,-73.92702,40.70428,35.0,Bushwick,Brooklyn,Private room
36647,120,2,-73.91125,40.70208,60.0,Ridgewood,Queens,Entire home/apt
36648,70,2,-73.94966,40.69232,35.0,Bedford-Stuyvesant,Brooklyn,Private room
36650,99,1,-73.87273,40.76971,99.0,East Elmhurst,Queens,Entire home/apt
36651,155,1,-73.92067,40.69272,155.0,Bushwick,Brooklyn,Private room
36652,125,3,-73.88346,40.64116,41.666666666666664,Canarsie,Brooklyn,Entire home/apt
36654,50,1,-73.90374,40.70605,50.0,Ridgewood,Queens,Private room
36655,187,7,-73.98655,40.72876,26.714285714285715,East Village,Manhattan,Entire home/apt
36656,179,2,-73.98742,40.66238,89.5,South Slope,Brooklyn,Entire home/apt
36659,96,1,-73.90456,40.77612,96.0,Ditmars Steinway,Queens,Private room
36660,75,2,-73.93992,40.69263,37.5,Bedford-Stuyvesant,Brooklyn,Private room
36661,151,5,-73.99768,40.69228,30.2,Brooklyn Heights,Brooklyn,Entire home/apt
36662,165,30,-73.99675,40.71881,5.5,Little Italy,Manhattan,Entire home/apt
36663,125,30,-73.97932,40.74472,4.166666666666667,Kips Bay,Manhattan,Entire home/apt
36665,87,2,-73.91506,40.76836,43.5,Astoria,Queens,Private room
36666,100,3,-73.98207,40.73254,33.333333333333336,Gramercy,Manhattan,Private room
36669,32,2,-73.77857,40.77971,16.0,Bay Terrace,Queens,Shared room
36670,50,2,-73.92006,40.70328,25.0,Bushwick,Brooklyn,Private room
36671,150,2,-73.87339,40.66788,75.0,East New York,Brooklyn,Entire home/apt
36672,25,4,-73.91707,40.70442,6.25,Bushwick,Brooklyn,Shared room
36673,55,3,-73.93781,40.71233,18.333333333333332,Williamsburg,Brooklyn,Private room
36674,200,3,-73.92173,40.67419,66.66666666666667,Crown Heights,Brooklyn,Entire home/apt
36675,135,9,-73.98502,40.6904,15.0,Downtown Brooklyn,Brooklyn,Entire home/apt
36676,129,3,-73.92306,40.68364,43.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
36677,60,2,-73.94718,40.82746,30.0,Harlem,Manhattan,Private room
36678,165,2,-73.81649,40.68308,82.5,Richmond Hill,Queens,Entire home/apt
36679,55,2,-73.87177,40.73288,27.5,Elmhurst,Queens,Private room
36680,59,5,-73.98251,40.73288,11.8,Gramercy,Manhattan,Private room
36681,45,1,-73.81443,40.76126,45.0,Flushing,Queens,Private room
36683,75,1,-73.90935,40.67737,75.0,Bedford-Stuyvesant,Brooklyn,Private room
36684,125,3,-73.93684,40.69732,41.666666666666664,Bedford-Stuyvesant,Brooklyn,Entire home/apt
36685,39,30,-73.92592,40.70531,1.3,Bushwick,Brooklyn,Private room
36686,195,30,-73.98487,40.72074,6.5,Lower East Side,Manhattan,Entire home/apt
36687,125,1,-73.99807,40.68386,125.0,Carroll Gardens,Brooklyn,Entire home/apt
36688,60,3,-73.9402,40.83788,20.0,Washington Heights,Manhattan,Private room
36689,70,2,-73.91086,40.69854,35.0,Bushwick,Brooklyn,Private room
36692,320,3,-74.00132,40.74889,106.66666666666667,Chelsea,Manhattan,Entire home/apt
36693,80,1,-73.98596,40.715,80.0,Lower East Side,Manhattan,Private room
36694,79,2,-73.95254,40.68131,39.5,Bedford-Stuyvesant,Brooklyn,Private room
36695,100,3,-73.92884,40.82132,33.333333333333336,Concourse,Bronx,Entire home/apt
36699,150,2,-73.97148,40.78579,75.0,Upper West Side,Manhattan,Entire home/apt
36701,41,2,-73.94528,40.68605,20.5,Bedford-Stuyvesant,Brooklyn,Private room
36702,85,30,-73.97182,40.78833,2.8333333333333335,Upper West Side,Manhattan,Entire home/apt
36703,69,1,-73.99493,40.76219,69.0,Hell's Kitchen,Manhattan,Shared room
36704,65,1,-74.03049,40.6339,65.0,Bay Ridge,Brooklyn,Private room
36705,65,1,-74.0289,40.63504,65.0,Bay Ridge,Brooklyn,Private room
36706,65,1,-74.02887,40.63409,65.0,Bay Ridge,Brooklyn,Private room
36707,60,2,-73.9404,40.69363,30.0,Bedford-Stuyvesant,Brooklyn,Private room
36709,159,2,-73.94331,40.81182,79.5,Harlem,Manhattan,Entire home/apt
36710,70,10,-73.96555,40.80324,7.0,Upper West Side,Manhattan,Private room
36711,110,2,-73.94889,40.78731,55.0,East Harlem,Manhattan,Private room
36712,999,1,-73.98418,40.75982,999.0,Theater District,Manhattan,Private room
36716,49,2,-73.95513,40.6929,24.5,Bedford-Stuyvesant,Brooklyn,Private room
36719,49,2,-73.95677,40.69228,24.5,Bedford-Stuyvesant,Brooklyn,Private room
36721,65,2,-73.95526,40.69436,32.5,Bedford-Stuyvesant,Brooklyn,Private room
36722,49,2,-73.95706,40.69261,24.5,Bedford-Stuyvesant,Brooklyn,Private room
36723,49,2,-73.95528,40.69319,24.5,Bedford-Stuyvesant,Brooklyn,Private room
36724,65,2,-73.95563,40.69366,32.5,Bedford-Stuyvesant,Brooklyn,Private room
36725,49,2,-73.95583,40.69263,24.5,Bedford-Stuyvesant,Brooklyn,Private room
36726,50,2,-73.90222,40.74364,25.0,Woodside,Queens,Private room
36727,45,1,-73.91913,40.66399,45.0,Brownsville,Brooklyn,Private room
36728,60,3,-73.95304,40.81295,20.0,Harlem,Manhattan,Private room
36729,99,1,-73.9484,40.67792,99.0,Crown Heights,Brooklyn,Private room
36730,225,1,-73.99225,40.72839,225.0,NoHo,Manhattan,Entire home/apt
36731,105,2,-73.99242,40.71722,52.5,Chinatown,Manhattan,Entire home/apt
36732,115,3,-73.92723,40.6954,38.333333333333336,Bushwick,Brooklyn,Entire home/apt
36733,44,30,-73.93982,40.7126,1.4666666666666666,Williamsburg,Brooklyn,Private room
36735,150,3,-73.95501,40.80055,50.0,Harlem,Manhattan,Entire home/apt
36737,110,1,-73.95994,40.66392,110.0,Crown Heights,Brooklyn,Entire home/apt
36739,180,5,-73.94352,40.69391,36.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
36741,80,2,-73.9428,40.82494,40.0,Harlem,Manhattan,Private room
36742,78,1,-73.98789,40.71451,78.0,Lower East Side,Manhattan,Private room
36744,75,3,-73.90687,40.69471,25.0,Bushwick,Brooklyn,Private room
36745,50,30,-73.97652,40.638,1.6666666666666667,Kensington,Brooklyn,Private room
36746,50,2,-73.9199,40.70696,25.0,Bushwick,Brooklyn,Private room
36748,45,30,-73.97711,40.63765,1.5,Kensington,Brooklyn,Private room
36750,49,1,-73.8184,40.78029,49.0,Whitestone,Queens,Private room
36751,40,30,-73.97625,40.63678,1.3333333333333333,Kensington,Brooklyn,Private room
36752,35,1,-73.82029,40.77945,35.0,Whitestone,Queens,Private room
36753,86,28,-73.91295,40.68864,3.0714285714285716,Bushwick,Brooklyn,Entire home/apt
36755,96,3,-73.96576,40.7075,32.0,Williamsburg,Brooklyn,Entire home/apt
36757,150,5,-73.85552,40.68005,30.0,Ozone Park,Queens,Entire home/apt
36758,45,3,-73.96082,40.68933,15.0,Clinton Hill,Brooklyn,Private room
36760,59,1,-73.82752,40.71163,59.0,Kew Gardens,Queens,Private room
36761,150,1,-73.78187,40.67379,150.0,Jamaica,Queens,Entire home/apt
36762,55,5,-73.94318,40.68612,11.0,Bedford-Stuyvesant,Brooklyn,Private room
36763,89,2,-73.93866,40.6919,44.5,Bedford-Stuyvesant,Brooklyn,Entire home/apt
36765,65,2,-73.94848,40.69441,32.5,Bedford-Stuyvesant,Brooklyn,Private room
36766,80,1,-73.96336,40.80303,80.0,Morningside Heights,Manhattan,Private room
36767,75,1,-73.96334,40.80423,75.0,Morningside Heights,Manhattan,Private room
36768,90,3,-73.92335,40.66835,30.0,Brownsville,Brooklyn,Entire home/apt
36769,66,2,-73.92496,40.69375,33.0,Bushwick,Brooklyn,Private room
36770,264,30,-73.99546,40.76125,8.8,Hell's Kitchen,Manhattan,Entire home/apt
